jira-id,description,priority,component,module
JIRA-3231,API response time exceeding SLAs,Low,Infrastructure,PaymentSetup
JIRA-3232,Database deadlock issue,Critical,API,PaymentSetup
JIRA-3233,Platform service crash on high load,Medium,Security,PaymentSetup
JIRA-3234,Registration form validation error,High,API,PaymentSetup
JIRA-3235,Registration form validation error,High,API,PaymentSetup
JIRA-3236,Data pipeline job failure in ETL,Medium,API,PaymentSetup
JIRA-3237,Payment setup failure for new users,Critical,Backend,PaymentSetup
JIRA-3238,API response time exceeding SLAs,Critical,Backend,PaymentSetup
JIRA-3239,Schema migration causing backward compatibility issue,Low,Frontend,PaymentSetup
JIRA-3240,Schema migration causing backward compatibility issue,Medium,Security,PaymentSetup
JIRA-3241,Platform service crash on high load,High,Frontend,PaymentSetup
JIRA-3242,Registration form validation error,Critical,Backend,PaymentSetup
JIRA-3243,Database deadlock issue,Medium,Infrastructure,PaymentSetup
JIRA-3244,Payment setup failure for new users,High,Frontend,PaymentSetup
JIRA-3245,Platform service crash on high load,Medium,Database,PaymentSetup
JIRA-3246,Database deadlock issue,Medium,Security,PaymentSetup
JIRA-3247,Data pipeline job failure in ETL,Medium,Backend,PaymentSetup
JIRA-3248,Intermittent data sync issue in Data Platform,Low,API,PaymentSetup
JIRA-3249,Payment setup failure for new users,High,API,PaymentSetup
JIRA-3250,Data pipeline job failure in ETL,High,API,PaymentSetup
JIRA-3251,Authentication failure when logging in,Medium,Security,PaymentSetup
JIRA-3252,Data pipeline job failure in ETL,Low,API,PaymentSetup
JIRA-3253,Schema migration causing backward compatibility issue,Low,Frontend,PaymentSetup
JIRA-3254,Authentication failure when logging in,Low,API,PaymentSetup
JIRA-3255,Payment setup failure for new users,Medium,API,PaymentSetup
JIRA-3256,Billing API returning incorrect invoice amount,High,Security,PaymentSetup
JIRA-3257,Billing API returning incorrect invoice amount,Medium,Backend,PaymentSetup
JIRA-3258,Platform service crash on high load,Critical,Database,PaymentSetup
JIRA-3259,Platform service crash on high load,High,Backend,PaymentSetup
JIRA-3260,Platform service crash on high load,Medium,Frontend,PaymentSetup
JIRA-3261,Billing API returning incorrect invoice amount,High,Frontend,PaymentSetup
JIRA-3262,Schema migration causing backward compatibility issue,Critical,Infrastructure,PaymentSetup
JIRA-3263,Registration form validation error,Low,Infrastructure,PaymentSetup
JIRA-3264,Registration form validation error,Low,API,PaymentSetup
JIRA-3265,API response time exceeding SLAs,Medium,Security,PaymentSetup
JIRA-3266,Schema migration causing backward compatibility issue,Medium,Frontend,PaymentSetup
JIRA-3267,Platform service crash on high load,Medium,API,PaymentSetup
JIRA-3268,Authentication failure when logging in,Low,Infrastructure,PaymentSetup
JIRA-3269,Database deadlock issue,High,Infrastructure,PaymentSetup
JIRA-3270,Database deadlock issue,Low,Frontend,PaymentSetup
JIRA-3271,Database deadlock issue,Medium,Database,PaymentSetup
JIRA-3272,Authentication failure when logging in,Medium,API,PaymentSetup
JIRA-3273,Data pipeline job failure in ETL,Low,Frontend,PaymentSetup
JIRA-3274,Database deadlock issue,Medium,Backend,PaymentSetup
JIRA-3275,Authentication failure when logging in,Low,Security,PaymentSetup
JIRA-3276,API response time exceeding SLAs,High,API,PaymentSetup
JIRA-3277,Payment setup failure for new users,High,Security,PaymentSetup
JIRA-3278,Billing API returning incorrect invoice amount,Medium,Frontend,PaymentSetup
JIRA-3279,Database deadlock issue,Critical,API,PaymentSetup
JIRA-3280,Registration form validation error,Medium,Frontend,PaymentSetup
JIRA-3281,Schema migration causing backward compatibility issue,High,API,PaymentSetup
JIRA-3282,Database deadlock issue,Critical,Security,PaymentSetup
JIRA-3283,Authentication failure when logging in,Critical,Infrastructure,PaymentSetup
JIRA-3284,Schema migration causing backward compatibility issue,Medium,Infrastructure,PaymentSetup
JIRA-3285,Payment setup failure for new users,Medium,Infrastructure,PaymentSetup
JIRA-3286,Schema migration causing backward compatibility issue,Medium,Frontend,PaymentSetup
JIRA-3287,Registration form validation error,Medium,Database,PaymentSetup
JIRA-3288,API response time exceeding SLAs,Low,Backend,PaymentSetup
JIRA-3289,API response time exceeding SLAs,High,Backend,PaymentSetup
JIRA-3290,Platform service crash on high load,Low,API,PaymentSetup
JIRA-3291,Database deadlock issue,Low,Backend,PaymentSetup
JIRA-3292,Registration form validation error,Critical,Infrastructure,PaymentSetup
JIRA-3293,API response time exceeding SLAs,Medium,Database,PaymentSetup
JIRA-3294,Schema migration causing backward compatibility issue,High,Infrastructure,PaymentSetup
JIRA-3295,Database deadlock issue,Medium,Frontend,PaymentSetup
JIRA-3296,API response time exceeding SLAs,Low,Security,PaymentSetup
JIRA-3297,Platform service crash on high load,High,Backend,PaymentSetup
JIRA-3298,Billing API returning incorrect invoice amount,Critical,Frontend,PaymentSetup
JIRA-3299,Platform service crash on high load,Critical,API,PaymentSetup
JIRA-3300,API response time exceeding SLAs,Low,API,PaymentSetup
JIRA-3301,Payment setup failure for new users,Low,Database,PaymentSetup
JIRA-3302,API response time exceeding SLAs,Critical,Infrastructure,PaymentSetup
JIRA-3303,Database deadlock issue,Medium,Infrastructure,PaymentSetup
JIRA-3304,API response time exceeding SLAs,High,Backend,PaymentSetup
JIRA-3305,Billing API returning incorrect invoice amount,Critical,Database,PaymentSetup
JIRA-3306,Platform service crash on high load,High,Infrastructure,PaymentSetup
JIRA-3307,Data pipeline job failure in ETL,Low,Frontend,PaymentSetup
JIRA-3308,Payment setup failure for new users,Medium,Backend,PaymentSetup
JIRA-3309,Billing API returning incorrect invoice amount,Medium,Backend,PaymentSetup
JIRA-3310,Database deadlock issue,Low,Frontend,PaymentSetup
JIRA-3311,API response time exceeding SLAs,Low,Frontend,PaymentSetup
JIRA-3312,Payment setup failure for new users,Low,Backend,PaymentSetup
JIRA-3313,Database deadlock issue,High,Database,PaymentSetup
JIRA-3314,Schema migration causing backward compatibility issue,High,Frontend,PaymentSetup
JIRA-3315,Authentication failure when logging in,Medium,Backend,PaymentSetup
JIRA-3316,Authentication failure when logging in,Low,Frontend,PaymentSetup
JIRA-3317,Data pipeline job failure in ETL,High,Security,PaymentSetup
JIRA-3318,Database deadlock issue,Medium,Security,PaymentSetup
JIRA-3319,Database deadlock issue,Medium,Frontend,PaymentSetup
JIRA-3320,Authentication failure when logging in,High,Frontend,PaymentSetup
JIRA-3321,Database deadlock issue,High,Infrastructure,PaymentSetup
JIRA-3322,Schema migration causing backward compatibility issue,High,Security,PaymentSetup
JIRA-3323,Payment setup failure for new users,High,Backend,PaymentSetup
JIRA-3324,Intermittent data sync issue in Data Platform,Medium,Frontend,PaymentSetup
JIRA-3325,Intermittent data sync issue in Data Platform,High,Database,PaymentSetup
JIRA-3326,Platform service crash on high load,Medium,Infrastructure,PaymentSetup
JIRA-3327,Database deadlock issue,Critical,Database,PaymentSetup
JIRA-3328,Authentication failure when logging in,Low,Infrastructure,PaymentSetup
JIRA-3329,Database deadlock issue,Low,Security,PaymentSetup
JIRA-3330,Intermittent data sync issue in Data Platform,High,API,PaymentSetup
JIRA-3331,Registration form validation error,High,Infrastructure,PaymentSetup
JIRA-3332,Intermittent data sync issue in Data Platform,Critical,Frontend,PaymentSetup
JIRA-3333,Authentication failure when logging in,Low,Database,PaymentSetup
JIRA-3334,Registration form validation error,Low,Database,PaymentSetup
JIRA-3335,Intermittent data sync issue in Data Platform,Low,API,PaymentSetup
JIRA-3336,Data pipeline job failure in ETL,High,API,PaymentSetup
JIRA-3337,API response time exceeding SLAs,Medium,Infrastructure,PaymentSetup
JIRA-3338,API response time exceeding SLAs,Critical,Backend,PaymentSetup
JIRA-3339,API response time exceeding SLAs,Medium,Database,PaymentSetup
JIRA-3340,Intermittent data sync issue in Data Platform,Low,Frontend,PaymentSetup
JIRA-3341,API response time exceeding SLAs,Low,Infrastructure,PaymentSetup
JIRA-3342,API response time exceeding SLAs,Medium,API,PaymentSetup
JIRA-3343,Schema migration causing backward compatibility issue,Medium,Database,PaymentSetup
JIRA-3344,Authentication failure when logging in,Medium,Security,PaymentSetup
JIRA-3345,API response time exceeding SLAs,Medium,Backend,PaymentSetup
JIRA-3346,Registration form validation error,Critical,API,PaymentSetup
JIRA-3347,API response time exceeding SLAs,Medium,Frontend,PaymentSetup
JIRA-3348,Billing API returning incorrect invoice amount,High,Infrastructure,PaymentSetup
JIRA-3349,API response time exceeding SLAs,Low,Backend,PaymentSetup
JIRA-3350,Data pipeline job failure in ETL,Critical,Backend,PaymentSetup
JIRA-3351,Registration form validation error,High,Frontend,PaymentSetup
JIRA-3352,API response time exceeding SLAs,High,API,PaymentSetup
JIRA-3353,Schema migration causing backward compatibility issue,Low,Database,PaymentSetup
JIRA-3354,Authentication failure when logging in,High,Database,PaymentSetup
JIRA-3355,Data pipeline job failure in ETL,Medium,Database,PaymentSetup
JIRA-3356,API response time exceeding SLAs,Low,Database,PaymentSetup
JIRA-3357,Schema migration causing backward compatibility issue,Medium,Frontend,PaymentSetup
JIRA-3358,Database deadlock issue,High,Security,PaymentSetup
JIRA-3359,Intermittent data sync issue in Data Platform,Medium,Backend,PaymentSetup
JIRA-3360,API response time exceeding SLAs,Low,Frontend,PaymentSetup
JIRA-3361,Payment setup failure for new users,Low,Backend,PaymentSetup
JIRA-3362,API response time exceeding SLAs,High,Frontend,PaymentSetup
JIRA-3363,Billing API returning incorrect invoice amount,Medium,Frontend,PaymentSetup
JIRA-3364,Schema migration causing backward compatibility issue,Medium,Frontend,PaymentSetup
JIRA-3365,Platform service crash on high load,Medium,Infrastructure,PaymentSetup
JIRA-3366,Intermittent data sync issue in Data Platform,Medium,Frontend,PaymentSetup
JIRA-3367,Registration form validation error,Critical,Frontend,PaymentSetup
JIRA-3368,Registration form validation error,Critical,Infrastructure,PaymentSetup
JIRA-3369,Payment setup failure for new users,High,Security,PaymentSetup
JIRA-3370,Authentication failure when logging in,Medium,Security,PaymentSetup
JIRA-3371,Billing API returning incorrect invoice amount,Medium,Backend,PaymentSetup
JIRA-3372,Payment setup failure for new users,Low,Database,PaymentSetup
JIRA-3373,Intermittent data sync issue in Data Platform,High,Infrastructure,PaymentSetup
JIRA-3374,Schema migration causing backward compatibility issue,Medium,Infrastructure,PaymentSetup
JIRA-3375,Authentication failure when logging in,Low,Backend,PaymentSetup
JIRA-3376,Intermittent data sync issue in Data Platform,High,Database,PaymentSetup
JIRA-3377,Payment setup failure for new users,Medium,Infrastructure,PaymentSetup
JIRA-3378,API response time exceeding SLAs,Critical,Database,PaymentSetup
JIRA-3379,Registration form validation error,High,Database,PaymentSetup
JIRA-3380,Platform service crash on high load,Low,Frontend,PaymentSetup
JIRA-3381,Database deadlock issue,High,Backend,PaymentSetup
JIRA-3382,Registration form validation error,High,Backend,PaymentSetup
JIRA-3383,Schema migration causing backward compatibility issue,Critical,Infrastructure,PaymentSetup
JIRA-3384,Schema migration causing backward compatibility issue,Low,Backend,PaymentSetup
JIRA-3385,Database deadlock issue,Critical,API,PaymentSetup
JIRA-3386,Registration form validation error,Low,Security,PaymentSetup
JIRA-3387,Payment setup failure for new users,Medium,Frontend,PaymentSetup
JIRA-3388,Intermittent data sync issue in Data Platform,Medium,Backend,PaymentSetup
JIRA-3389,Database deadlock issue,Medium,API,PaymentSetup
JIRA-3390,Billing API returning incorrect invoice amount,Low,API,PaymentSetup
JIRA-3391,Platform service crash on high load,High,Backend,PaymentSetup
JIRA-3392,Registration form validation error,Low,Infrastructure,PaymentSetup
JIRA-3393,Payment setup failure for new users,Low,Security,PaymentSetup
JIRA-3394,Registration form validation error,Low,Infrastructure,PaymentSetup
JIRA-3395,Billing API returning incorrect invoice amount,Low,Frontend,PaymentSetup
JIRA-3396,API response time exceeding SLAs,Medium,Frontend,PaymentSetup
JIRA-3397,Schema migration causing backward compatibility issue,High,API,PaymentSetup
JIRA-3398,Schema migration causing backward compatibility issue,High,API,PaymentSetup
JIRA-3399,Payment setup failure for new users,High,Infrastructure,PaymentSetup
JIRA-3400,Database deadlock issue,Critical,Infrastructure,PaymentSetup
JIRA-3401,Database deadlock issue,Low,Security,PaymentSetup
JIRA-3402,Authentication failure when logging in,High,Database,PaymentSetup
JIRA-3403,Schema migration causing backward compatibility issue,High,Backend,PaymentSetup
JIRA-3404,Platform service crash on high load,High,Frontend,PaymentSetup
JIRA-3405,Schema migration causing backward compatibility issue,Critical,API,PaymentSetup
JIRA-3406,Authentication failure when logging in,High,API,PaymentSetup
JIRA-3407,Database deadlock issue,Medium,Infrastructure,PaymentSetup
JIRA-3408,Billing API returning incorrect invoice amount,Low,Security,PaymentSetup
JIRA-3409,Authentication failure when logging in,High,Security,PaymentSetup
JIRA-3410,Schema migration causing backward compatibility issue,Low,Backend,PaymentSetup
JIRA-3411,Platform service crash on high load,Low,Infrastructure,PaymentSetup
JIRA-3412,API response time exceeding SLAs,High,Database,PaymentSetup
JIRA-3413,Schema migration causing backward compatibility issue,Critical,Security,PaymentSetup
JIRA-3414,Payment setup failure for new users,Medium,Security,PaymentSetup
JIRA-3415,API response time exceeding SLAs,Low,Backend,PaymentSetup
JIRA-3416,Registration form validation error,High,Infrastructure,PaymentSetup
JIRA-3417,Platform service crash on high load,Medium,Security,PaymentSetup
JIRA-3418,Intermittent data sync issue in Data Platform,Medium,Frontend,PaymentSetup
JIRA-3419,Schema migration causing backward compatibility issue,High,API,PaymentSetup
JIRA-3420,Authentication failure when logging in,Medium,Infrastructure,PaymentSetup
JIRA-3421,Schema migration causing backward compatibility issue,High,Backend,PaymentSetup
JIRA-3422,Schema migration causing backward compatibility issue,Medium,Infrastructure,PaymentSetup
JIRA-3423,Data pipeline job failure in ETL,Low,API,PaymentSetup
JIRA-3424,Schema migration causing backward compatibility issue,Medium,Security,PaymentSetup
JIRA-3425,Intermittent data sync issue in Data Platform,Critical,Security,PaymentSetup
JIRA-3426,Data pipeline job failure in ETL,Low,Backend,PaymentSetup
JIRA-3427,API response time exceeding SLAs,Medium,Database,PaymentSetup
JIRA-3428,Intermittent data sync issue in Data Platform,Critical,Frontend,PaymentSetup
